,0,1,2,3,4,5,6,7,8
0,2.8824853517898276e-10,0.07968893291211465,5.2832404887766725e-08,0.26510477604777183,3.026622166718469e-08,0.02682930465119604,9.200280995217986e-09,0.10173292638718756,4.311973458173078e-08
1,1.3893627819171336e-09,2.1369537256235355e-09,3.2654204843308565e-09,4.613912015297828e-08,1.412318244575772e-07,8.488732126110676e-07,6.997992155532984e-06,4.2932872376333364e-05,5.3196576921266114e-06
2,2.0418020668782895e-09,3.473609288207058e-06,4.387771259217743e-05,2.6838390848382687e-05,3.240238934942852e-05,3.0184393915888563e-05,0.00012513943526037963,5.512928212603185e-06,3.138168986538403e-05
3,3.1370449400390022e-09,7.354955372740335e-05,3.480168999736577e-05,3.0409231958294924e-05,0.0004919193121768473,9.7309024373049e-08,7.228103865658878e-08,3.9201156987189734e-08,1.6759421050949186e-07
4,4.8102490061085416e-09,4.267890750586645e-05,2.5577671515897293e-05,0.000128767037543831,1.897527397248756e-08,9.234611989540505e-09,4.887468362014017e-08,8.299123521737783e-08,6.764304671946775e-08
5,5.466463561898142e-09,0.0005341297484147134,0.0015776470456057012,2.3609455934019174e-09,1.0525804799190013e-08,8.957733620551522e-05,3.613387569689763e-05,1.438477509463354e-05,2.3641959909781463e-06
6,2.2601692623843366e-09,8.292334490356268e-05,8.823580483938945e-08,8.877681879086437e-09,5.641535245182183e-06,3.145146043159741e-06,5.35081395813819e-06,3.1045025725142745e-09,4.5251967433756414e-08
7,4.306353271454335e-09,7.156236257799264e-06,5.944316776627646e-09,1.4811638069014098e-08,4.434110659268242e-05,0.00014900835328024442,3.0237260695287205e-08,4.844077635486523e-10,6.1277703233701e-10
8,3.1535245353320616e-08,7.882351055066295e-05,6.993478312875709e-10,1.7873613978301207e-09,2.686292450260197e-05,5.912184904339514e-08,8.910650644036757e-09,1.731454994199357e-08,8.849254955478614e-07
